numero_guia_consulta,cod_medico,nome_medico,data_consulta,valor_consulta
3749,7858,ANTINO,2018-03-29,60.0
1469,53196,JONATA,2019-09-05,45
1471,24558,EDEMO,2019-09-24,45
3753,1067,ADELLE,2018-03-30,60.0
3755,27214,LEONILSON,2018-03-30,60.0
1474,38659,GISELI,2018-11-08,45
3758,82912,ROMEL,2018-04-01,60.0
3760,53142,JONILSON,2018-04-01,60.0
1477,18705,DARISA,2018-03-15,45
3761,74808,NILVAN,2018-04-01,60.0
3762,49938,JAILANE,2018-04-01,60.0
1482,47011,IVONICE,2018-12-19,45
1483,81845,RAILDE,2019-12-13,45
1485,37878,GILDEAN,2018-05-07,45
3763,80713,REGINEUDO,2018-04-02,60.0
3766,42294,IAGO,2018-04-03,60.0
3768,73886,NETE,2018-04-04,60.0
3778,15971,CLEODENICE,2018-04-09,60.0
3779,83230,RONILSON,2018-04-09,60.0
3785,51109,GEOVANA,2018-04-11,60.0
3786,62198,LIDIONEI,2018-04-12,60.0
1495,59955,LATOIA,2018-06-08,45
1496,19801,DALIDA,2018-06-14,45
1499,92812,LINA,2019-05-08,60.0
1500,28514,ELIZBETH,2019-03-10,60.0
1513,74745,NELZELI,2019-01-11,60.0
1502,69040,MAXMILLIAN,2019-10-06,45
1515,49378,JASMIRO,2019-01-13,60.0
1518,13694,CHARLEANDRO,2018-11-15,60.0
1524,52090,JOCELAINE,2018-01-08,60.0
1525,21327,DEZINHA,2019-02-05,60.0
1507,38693,GISMENIA,2019-05-28,45
1528,27351,ELGIO,2019-06-10,60.0
1541,54776,JOSENILDE,2019-04-30,60.0
1547,92601,UESLEI,2019-03-26,60.0
1511,40140,GREICE,2017-12-31,45
1552,47990,GILVA,2019-05-10,60.0
1554,52721,JHONE,2018-09-28,60.0
1516,19585,DEJANILDE,2018-02-17,45
1556,56059,JUSSANDRA,2018-01-22,60.0
1519,89773,TAINA,2019-12-14,45
1520,93249,VALDANI,2018-05-13,45
1562,18344,DANILTON,2019-11-05,60.0
1522,64552,LUCIMARI,2018-03-26,45
1523,28978,AILTON,2019-01-24,45
1563,13377,CELHO,2019-03-06,60.0
1527,46585,YURAN,2018-05-25,45
1564,92379,UBIRATAN,2018-07-03,60.0
1575,64868,ELISVALDO,2019-06-04,60.0
1531,76732,ONILDE,2018-02-05,45
1605,72493,NATIANA,2019-09-26,60.0
1620,27659,LAELCO,2019-02-27,60.0
3797,100343,SONG,2018-04-15,60.0
3807,54482,JOSVANIA,2018-04-18,60.0
1536,55248,JUDENIR,2019-10-15,45
1537,90878,TEREZILDA,2018-07-20,45
1538,11761,BREINER,2018-06-06,45
1539,86110,SCHAUANA,2018-11-17,45
3809,24085,DIELE,2018-04-19,60.0
3814,12676,CARMIRANDO,2018-04-22,60.0
3819,60354,LAUZO,2018-04-23,60.0
1544,77945,OSEIAS,2018-02-18,45
1545,74271,NAIMARA,2019-06-04,45
1546,90029,TAN,2019-01-29,45
1548,25643,EDJUNIOR,2018-09-22,45
1549,14547,CLACI,2019-07-17,45
1550,62976,ELISANDRA,2019-07-21,45
3822,26381,EGLI,2018-04-23,60.0
1553,33759,FERMANDA,2019-08-30,45
3833,74604,NILCESAR,2018-04-29,60.0
3837,29606,EMILLE,2018-04-30,60.0
3851,96619,WALDONIER,2018-05-08,60.0
3877,19529,DIEISON,2018-05-15,60.0
3884,32154,ELI,2018-05-17,60.0
3889,99291,LEILA,2018-05-19,60.0
3891,96673,WALIF,2018-05-22,60.0
3896,25082,EDILNA,2018-05-24,60.0
1567,90045,TAMER,2018-10-22,45
3904,72647,NATALICE,2018-05-26,60.0
3930,18168,DALZIZA,2018-06-01,60.0
3931,90468,TAUAN,2018-06-02,60.0
1571,9401,AZER,2018-08-28,45
3934,36919,GERLUZIA,2018-06-02,60.0
3938,14840,CLAUDECE,2018-06-04,60.0
1574,39278,GLEICIANI,2018-12-08,45
3949,1432,ADEZITA,2018-06-08,60.0
3951,93958,VALDRI,2018-06-10,60.0
3953,90960,TESSA,2018-06-10,60.0
1579,34626,FRANCINEIVA,2018-07-29,45
3960,51188,JHONATTAN,2018-06-13,60.0
1581,52333,JOCIMAR,2018-09-29,45
3970,40240,GUDEMBERG,2018-06-17,60.0
3975,58682,KESE,2018-06-18,60.0
3983,14269,CELIENE,2018-06-22,60.0
3991,71597,NADIANA,2018-06-24,60.0
1586,76602,OMARA,2018-06-27,45
4004,3985,ALDEIA,2018-06-29,60.0
4010,74612,NILCIARA,2018-07-02,60.0
4023,41627,EMANUELA,2018-07-07,60.0
1590,86457,SENESIO,2018-09-03,45
1591,23549,DORILENA,2018-01-25,45
4027,95926,VINICIOS,2018-07-09,60.0
1593,12277,CAMILLE,2018-09-28,45
1594,86130,SCHIRLEI,2018-03-07,45
4032,27381,ELIAK,2018-07-10,60.0
1596,11723,BRAULO,2019-03-10,45
1597,52237,JOCELANIO,2019-07-17,45
4046,73415,NILCO,2018-07-15,60.0
1599,16146,CLERO,2019-05-19,45
4048,14161,CIDINHO,2018-07-16,60.0
1601,491,ADACILDO,2019-09-17,45
4056,37541,GIANI,2018-07-18,60.0
4060,67503,MARIELLE,2018-07-19,60.0
1604,3104,AGUILAR,2018-04-09,45
4071,77583,OSMILTON,2018-07-25,60.0
4076,50104,JENNFER,2018-07-26,60.0
1608,78210,PAULLO,2018-02-24,45
4081,78406,PEDRIANA,2018-07-28,60.0
4084,72559,NATANIELA,2018-07-29,60.0
4087,1942,ADNILDA,2018-07-30,60.0
1612,34738,FRANCISJUNIOR,2018-07-08,45
1613,87447,SILEONE,2018-08-03,45
1614,639,ADELIA,2019-02-17,45
4103,59543,LAIDIA,2018-08-06,60.0
1616,19914,DELOA,2019-10-25,45
4117,73981,NEUMIR,2018-08-13,60.0
1618,8612,ARLANE,2018-08-11,45
1619,36919,GERLUZIA,2019-01-07,45
1621,79635,RAINERSON,2019-07-10,45
4120,33851,FELIBERTO,2018-08-14,60.0
1623,81431,RAIRA,2018-08-11,45
4129,97735,WENDENBERG,2018-08-16,60.0
4167,48181,GELCI,2018-08-30,60.0
1628,49938,JAILANE,2019-02-22,45
1633,37133,JERRY,2018-12-15,45
1634,98475,WELIGTON,2018-08-08,45
1635,78264,PATIELE,2019-06-13,45
1636,88706,STERFANY,2019-12-01,45
1637,67933,MARIZABETE,2019-06-06,45
1642,34600,FRANCINALDA,2019-09-06,60.0
1659,71687,NADILA,2018-12-22,60.0
1671,20559,DERECK,2019-08-13,60.0
1641,8867,ARIVANILDA,2018-12-18,45
1683,70726,MIRNE,2018-08-07,60.0
1644,88076,SIRNANDES,2018-02-26,45
1645,19553,DEJAILDO,2018-11-22,45
1646,68222,MARLUCI,2019-06-06,45
1647,58533,KELLY,2018-04-02,45
1684,25603,EDJAMES,2019-04-25,60.0
1685,50210,JENIF,2019-06-28,60.0
1650,7884,ANTONILIA,2019-02-02,45
1691,7592,ANALHA,2018-12-04,60.0
1652,3101,AGEAN,2018-12-18,45
1713,55844,JURASSI,2019-05-15,60.0
1654,41532,ELOA,2018-09-14,45
1727,66064,MAILZA,2018-12-16,60.0
1746,22109,DILSOMAR,2018-11-29,60.0
1657,32381,EUZELIA,2018-12-10,45
1747,14840,CLAUDECE,2019-12-13,60.0
1750,46738,IVANELIA,2019-04-12,60.0
1762,62861,LEOLINO,2018-08-24,60.0
1763,3505,ALDENITO,2019-08-25,60.0
1664,39400,GLEISILANE,2019-08-15,45
1668,11580,BLANCA,2019-10-01,45
1670,70572,MIRANIA,2018-12-09,45
1674,14928,CLAUDENIS,2019-06-05,45
1677,1970,ADNEI,2018-05-04,45
1678,88905,SALETE,2018-10-09,45
1680,50651,GESILEIA,2019-01-27,45
1681,22713,DIRLEA,2018-02-10,45
1682,11337,BERNALDO,2018-06-29,45
1690,11760,BREILA,2019-09-08,45
1693,17089,CRESIANE,2019-05-20,45
1694,40662,ALESSA,2019-02-20,45
1695,62694,LINDALIA,2018-03-05,45
1696,37948,GILBERTO,2018-07-18,45
1697,82525,ROCICLER,2019-01-13,45
1701,57696,KELIANE,2018-12-15,45
1703,14269,CELIENE,2018-03-22,45
1709,42523,HELIO,2018-03-12,45
1714,52493,JULHA,2019-06-16,45
1715,19043,DAIMON,2018-05-09,45
1716,89594,TADEUS,2018-09-01,45
1718,73000,NAZIR,2018-12-07,45
1719,57625,KEITTY,2019-03-16,45
1722,53940,JOSENISSE,2019-07-11,45
1724,125,ADENIAS,2018-06-26,45
1725,17270,CRISTALINA,2018-09-27,45
1729,38123,GILMARQUES,2018-03-05,45
1731,80742,REGISON,2019-04-13,45
1733,4255,ALDIMARA,2019-11-01,45
1734,50937,GEIVISON,2019-05-16,45
1737,69479,MELCHIOR,2019-01-22,45
1738,55244,JUDILSON,2019-01-15,45
1743,68491,MARUANA,2018-03-30,45
1751,73960,NEUDSON,2018-01-03,45
1752,302,ADRICIO,2018-09-20,45
1753,73465,NELIMARA,2018-01-08,45
1758,57948,KENDI,2018-01-28,45
1759,21920,DIJAVAN,2019-12-24,45
1764,99067,WELLEN,2019-12-19,45
1765,61005,LUIZE,2019-01-04,45
1767,51539,JEIMES,2019-01-10,45
1768,48916,JANKIEL,2019-06-04,45
1771,62538,LINDALVO,2018-06-16,60.0
1770,5334,ALMENDES,2019-10-19,45
1772,22719,DIRLENA,2019-05-04,45
1788,59785,ELANIA,2019-10-11,60.0
1791,1456,ADEVALDO,2018-10-20,60.0
1775,4852,LESIANE,2018-06-27,45
1802,42770,ONILDO,2019-06-02,60.0
1777,84602,ROSIVAN,2019-10-15,45
1778,80793,REIKO,2018-01-02,45
1807,78290,PATRICO,2019-06-21,60.0
1811,80032,RANIELLY,2019-11-04,60.0
1781,85480,SAMARIS,2018-04-06,45
1816,87535,SILOE,2019-08-09,60.0
1818,49681,JEKSON,2018-08-22,60.0
1784,29606,EMILLE,2018-04-27,45
1785,74547,NICELIA,2019-08-28,45
1825,45182,IRETE,2018-10-29,60.0
1787,61319,LEOFREDO,2019-01-11,45
1828,36116,GENALVA,2019-10-23,60.0
1834,71462,MIRELI,2019-07-14,60.0
1836,10861,BEATRIZ,2019-04-25,60.0
1840,10389,AVALDIR,2018-11-17,60.0
1794,9574,ATAISE,2018-08-28,45
1842,93765,VALDINA,2018-07-21,60.0
1846,75953,ODER,2019-05-17,60.0
1797,16062,CLEONILSON,2018-01-29,45
1798,76336,ALDIR,2018-12-05,45
1799,3442,ALBANIRA,2018-08-30,45
1852,82168,RIVALDA,2019-01-11,60.0
1859,70793,MISLEI,2019-09-30,60.0
1861,34765,FRANCISMARIA,2019-01-21,60.0
1869,9880,AUDENIZA,2019-12-29,60.0
1805,12888,CATARINA,2019-10-07,45
1806,83122,RONDNEY,2019-07-18,45
1875,39188,GILEANE,2018-01-27,60.0
1885,36747,GERCIRENE,2019-06-24,60.0
1810,85496,SAMEC,2018-10-11,45
1886,22728,DIRLON,2018-09-28,60.0
1813,81855,RAILDES,2019-10-28,45
1888,57476,KEBER,2019-04-22,60.0
1815,65630,MACLICIA,2018-11-10,45
1817,82354,ROBERCI,2018-11-25,45
1819,5215,LILIANE,2018-06-21,45
1820,89358,SUZILEIDE,2019-01-09,45
1890,66093,MAINI,2018-11-13,60.0
1897,88221,SMAILY,2018-01-05,60.0
1898,77121,ORLANGE,2018-12-13,60.0
1824,60375,OLAVIO,2018-07-13,45
1826,1942,ADNILDA,2019-11-19,45
1829,315,ABSOLON,2018-01-05,45
1832,30443,ERICKLES,2019-01-11,45
1833,30241,ERCILIA,2019-10-22,45
1835,27805,ELIGLEIDE,2018-08-29,45
1837,42651,ISAO,2019-06-13,45
1838,79786,RAULINO,2018-08-25,45
1844,47630,JACOMINA,2018-10-19,45
1849,60061,LAUDICELIO,2018-04-09,45
1854,4475,ALEGRIA,2019-07-08,45
1855,40117,GRENDA,2019-02-03,45
1857,35845,JULIA,2018-02-27,45
1858,77263,ORQUIDEIA,2019-12-23,45
1860,52337,JODAIAS,2019-05-15,45
1862,30207,ERASTO,2019-06-15,45
1864,95562,VERONETE,2019-03-15,45
1866,91828,TEL,2019-08-15,45
1868,15213,CLAUDONOR,2018-12-09,45
1870,26914,ELDMAR,2019-12-04,45
1874,48181,GELCI,2019-01-20,45
1879,48899,JANISVALDO,2019-01-28,45
1889,8235,ARATUZA,2018-04-20,45
1891,59828,LAONE,2019-09-02,45
1896,97227,WAYDSON,2019-10-17,45
1900,47891,JAIR,2019-02-19,45
1901,10105,AURENITA,2019-05-09,45
1902,68865,MAURILIO,2019-05-10,45
1903,46784,IVANILSON,2019-06-08,45
1905,62138,ELIDETE,2018-12-05,60.0
1908,9975,AIRES,2019-11-05,45
1906,26880,ALDIENE,2019-04-02,60.0
1918,21035,DEUVANIO,2018-07-02,60.0
1911,93961,VALDSON,2019-07-12,45
1912,58527,KELIANE,2019-12-14,45
1913,94503,VANDAME,2018-01-13,45
1922,5162,ALISSON,2018-05-16,60.0
1923,43113,HILARY,2019-12-26,60.0
1916,19751,DALECIA,2019-01-21,45
1941,85365,SALISSA,2018-08-13,60.0
1919,60075,LAUDILENE,2018-12-14,45
1920,14953,CLAUDERICE,2018-03-08,45
1921,91486,TAISSA,2019-08-18,45
1954,80917,REISON,2018-12-29,60.0
1925,14656,CLAIVER,2018-01-16,45
1926,96180,VILMA,2018-10-26,45
1927,46688,IVANCI,2018-10-28,45
1928,90820,TEOLINDA,2018-05-19,45
1929,25521,EDIVANILDE,2018-12-07,45
1960,98430,WILAMS,2019-12-13,60.0
1962,20770,DESOLINA,2018-04-28,60.0
1964,3327,ALANA,2018-09-18,60.0
1966,92114,TSUNEO,2018-11-19,60.0
1967,19475,DEIVIDES,2018-03-03,60.0
1968,54293,JOSIS,2018-10-18,60.0
1972,43938,IESIO,2019-03-01,60.0
1937,98640,WILLK,2019-07-24,45
1980,43513,IDAN,2019-02-09,60.0
1939,20996,DEUSIVANIA,2018-07-20,45
1940,13684,CHARISE,2018-01-14,45
1942,16403,CLEUSILENE,2019-07-11,45
1981,78798,PORCINA,2018-01-22,60.0
1985,13745,CHARLON,2019-10-26,60.0
1945,62131,LIDERCIA,2018-06-04,45
1990,33678,FELIPHI,2018-01-29,60.0
1947,31879,EUCLENIO,2018-07-04,45
1948,36565,GEORGIA,2019-04-21,45
1949,72603,NATASCHA,2018-08-01,45
2003,34604,FRANCINALRA,2017-12-31,60.0
2004,50946,GESEBEL,2017-12-31,60.0
1952,93593,VALDERNEI,2018-10-11,45
2016,90426,TATIELSON,2018-01-04,60.0
1955,97858,WERBERT,2018-12-18,45
1956,91531,TEODOMIRA,2018-03-16,45
1957,97141,WARLISSON,2019-10-07,45
2017,20262,DENIELLE,2018-01-04,60.0
1959,64025,LUCACIO,2018-10-24,45
2026,55126,JUCILENO,2018-01-07,60.0
1963,85842,SANYO,2018-04-29,45
2027,47831,JOELITO,2018-01-07,60.0
2038,33555,FARIZA,2018-01-14,60.0
1970,2084,ADORINA,2019-12-29,45
1973,51271,JULIANA,2018-01-24,45
1982,15603,CLEIDIANO,2019-06-24,45
1983,7682,ANIVANDA,2019-08-02,45
1984,61803,LEUZILENE,2019-04-28,45
1986,45007,IOMAR,2018-12-18,45
1987,69518,MAILIS,2019-02-01,45
1989,5172,ELIUDE,2018-12-19,45
1991,46910,IVERLANDO,2018-02-15,45
1994,89251,SUZENE,2018-01-01,45
1995,56919,KAROLLYN,2018-12-15,45
1996,44822,INEZITA,2019-11-07,45
1998,10546,AYESHA,2018-03-08,45
1999,6080,AMANCIO,2018-02-24,45
2000,94442,VAMBASTER,2019-09-08,45
2005,64025,LUCACIO,2018-01-01,45
2007,62957,LIRO,2018-01-01,45
2008,25917,EDNEI,2018-01-01,45
2009,1529,ADAIRA,2018-01-02,45
2012,6738,ANAZIR,2018-01-03,45
2015,20615,DERIVAN,2018-01-04,45
2019,34962,FRANQUILE,2018-01-05,45
2021,5065,LIN,2018-01-05,45
2023,62514,LINDELMA,2018-01-06,45
2028,100475,ZILNETE,2018-01-07,45
2029,27455,ELIANO,2018-01-07,45
2030,25621,EDGAR,2018-01-09,45
2031,60647,LEDINEI,2018-01-09,45
2032,52256,JOCELIA,2018-01-10,45
2034,1771,ADIRLEIA,2018-01-11,45
2035,66338,MAILSON,2018-01-11,45
2039,96673,WALIF,2018-01-14,45
2040,15455,CLEDINALDO,2018-01-14,45
2041,20296,DENISA,2018-01-14,45
2044,30443,ERICKLES,2018-01-15,60.0
2050,938,ADELACIR,2018-01-16,60.0
2055,1481,ADEVENIL,2018-01-17,60.0
2064,73442,NILO,2018-01-20,60.0
2080,2893,AICE,2018-01-25,60.0
2083,13694,CHARLEANDRO,2018-01-25,60.0
2104,98696,WILQUEM,2018-02-02,60.0
2106,90746,TEMISIA,2018-02-02,60.0
2113,23200,DALIRIO,2018-02-06,60.0
2116,2129,ADRIELI,2018-02-06,60.0
2128,3101,AGEAN,2018-02-10,60.0
2056,60552,LEANO,2018-01-17,45
2140,17055,CREUZELINA,2018-02-15,60.0
2153,37878,GILDEAN,2018-02-22,60.0
2059,61837,LEVIA,2018-01-18,45
2156,94940,VANIELLY,2018-02-23,60.0
2061,6633,ANALUCIA,2018-01-19,45
2062,69308,MEDELIN,2018-01-19,45
2159,54875,JUANILSON,2018-02-24,60.0
2065,39362,GLEIDSTONE,2018-01-20,45
2066,22767,DISRAELI,2018-01-20,45
2167,92065,TOSHIRO,2018-02-27,60.0
2170,78690,PLABIO,2018-03-01,60.0
2069,493,ADACIR,2018-01-21,45
2176,15220,CLAUDIR,2018-03-04,60.0
2071,58362,KETELLY,2018-01-22,45
2072,92601,UESLEI,2018-01-22,45
2073,93827,VALDIQUE,2018-01-22,45
2075,74271,NAIMARA,2018-01-23,45
2076,77945,OSEIAS,2018-01-23,45
2079,92122,TUAN,2018-01-24,45
2082,32294,EURIDIA,2018-01-25,45
2085,87773,SIMELIA,2018-01-26,45
2087,41243,LENIA,2018-01-26,45
2088,57235,KATRINI,2018-01-26,45
2089,83305,RONIVALDO,2018-01-27,45
2092,33499,FAISSAL,2018-01-28,45
2093,54491,JOSIENE,2018-01-29,45
2094,54776,JOSENILDE,2018-01-30,45
2096,25957,EDNILSON,2018-01-30,45
2097,98633,WILLISMAR,2018-01-30,45
2098,98684,WILNA,2018-01-31,45
2099,9883,AUDENOR,2018-01-31,45
2100,73465,NELIMARA,2018-01-31,45
2101,43938,IESIO,2018-02-01,45
2105,86299,SILENO,2018-02-02,45
2108,62131,LIDERCIA,2018-02-03,45
2114,73960,NEUDSON,2018-02-06,45
2115,49237,GARIELA,2018-02-06,45
2117,60844,ELIEL,2018-02-06,45
2119,29132,ELIEL,2018-02-07,45
2120,36764,GERDEANE,2018-02-07,45
2121,87875,SINDICLEI,2018-02-08,45
2122,69817,MERITO,2018-02-08,45
2126,21795,DIENI,2018-02-10,45
2127,30340,EREN,2018-02-10,45
2130,99631,YOUSSEF,2018-02-11,45
2133,7592,ANALHA,2018-02-12,45
2135,9607,ATAN,2018-02-12,45
2136,96551,WALDICE,2018-02-12,45
2138,491,ADACILDO,2018-02-14,45
2139,41228,LEANE,2018-02-15,45
2141,62449,LILO,2018-02-16,45
2144,80229,RARISON,2018-02-17,45
2146,6281,AMELIO,2018-02-19,45
2147,37622,GIDEILTON,2018-02-19,45
2148,40344,JULIO,2018-02-20,45
2151,58328,KETLIN,2018-02-21,45
2152,38213,GILSINEIDE,2018-02-22,45
2154,83518,ROSANDIRA,2018-02-22,45
2158,17247,CRISOMAR,2018-02-23,45
2160,75055,NIUDETE,2018-02-24,45
2162,89594,TADEUS,2018-02-25,45
2166,68886,MAURINO,2018-02-27,45
2168,82735,ROGER,2018-02-28,45
2171,94503,VANDAME,2018-03-01,45
2172,97459,WELINTON,2018-03-01,45
2173,16830,CORALI,2018-03-02,45
2177,3505,ALDENITO,2018-03-04,45
2180,86481,ZENI,2018-03-05,60.0
2179,3992,ALDEILDO,2018-03-04,45
2181,15359,CLEBERT,2018-03-05,60.0
2183,40106,GREISON,2018-03-05,45
2188,43936,IEZA,2018-03-08,60.0
2192,85824,SANIRA,2018-03-09,60.0
2193,73070,NECILIA,2018-03-10,60.0
2187,86430,SEMILDO,2018-03-08,45
2209,57954,KENER,2018-03-15,60.0
2217,20973,DEUSINEI,2018-03-18,60.0
2191,98541,WILLAMY,2018-03-08,45
2228,71804,NAGIMA,2018-03-23,60.0
2234,56664,KAMI,2018-03-25,60.0
2238,22800,DEOLINDA,2018-03-26,60.0
2197,31598,ESTEFAN,2018-03-11,45
2198,53940,JOSENISSE,2018-03-11,45
2248,20051,DELZINA,2018-03-29,60.0
2250,68051,MARILEIA,2018-03-29,60.0
2201,61803,LEUZILENE,2018-03-12,45
2253,95331,VENI,2018-03-30,60.0
2203,11809,BRIANI,2018-03-13,45
2204,82168,RIVALDA,2018-03-13,45
2257,1492,ADEVITA,2018-04-01,60.0
2206,83247,RONIGLEI,2018-03-13,45
2207,8977,ARLEILSON,2018-03-14,45
2259,26612,ELIAN,2018-04-02,60.0
2210,68783,MAUNA,2018-03-15,45
2211,53477,JORLAN,2018-03-15,45
2212,28792,ALZEMIR,2018-03-16,45
2213,33849,FILHA,2018-03-16,45
2266,99479,ALANA,2018-04-05,60.0
2269,57295,KAUANDER,2018-04-05,60.0
2283,6617,ANALISSE,2018-04-10,60.0
2289,69229,MAIS,2018-04-13,60.0
2295,28320,ELITANIO,2018-04-15,60.0
2298,41227,LEANDRO,2018-04-15,60.0
2222,7159,ANDREIK,2018-03-20,45
2224,302,ADRICIO,2018-03-21,45
2225,34388,FRANCICLEA,2018-03-22,45
2226,26705,LAZIO,2018-03-22,45
2227,97706,WEMISON,2018-03-22,45
2229,92744,UIRASSU,2018-03-23,45
2230,95224,VILASIO,2018-03-23,45
2236,76849,ORANDO,2018-03-25,45
2237,60532,LEANDRINA,2018-03-26,45
2246,42697,IVAN,2018-03-28,45
2251,46910,IVERLANDO,2018-03-29,45
2252,52721,JHONE,2018-03-29,45
2256,95562,VERONETE,2018-04-01,45
2261,10227,AURINEI,2018-04-03,45
2264,67843,MARISTEL,2018-04-03,45
2267,48261,GELMIRES,2018-04-05,45
2272,66632,MARCILIANA,2018-04-07,45
2276,79635,RAINERSON,2018-04-08,45
2278,49966,JEMISSON,2018-04-08,45
2279,40544,ADSON,2018-04-08,45
2280,85599,SAMILLA,2018-04-10,45
2282,91079,TAINAN,2018-04-10,45
2285,5633,ALTEREDO,2018-04-11,45
2287,84890,RUAN,2018-04-12,45
2290,26609,ELIELSON,2018-04-14,45
2294,98825,WISLAINE,2018-04-15,45
2296,8783,ARISTELIO,2018-04-15,45
2301,40862,ARLLEN,2018-04-16,45
2302,73259,NILSE,2018-04-17,45
2303,22457,DIOMARINO,2018-04-17,45
2304,82474,RODIVALDO,2018-04-17,45
2306,84420,ROSA,2018-04-18,45
2309,69000,MAXIMILIANA,2018-04-19,45
2310,695,ADAILTON,2018-04-19,45
2321,15192,CLAUDISIO,2018-04-23,60.0
2314,100652,SONILDO,2018-04-20,45
2322,47406,JADETE,2018-04-23,60.0
2316,44322,ELENILDO,2018-04-22,45
2317,2783,AGUIMON,2018-04-23,45
2318,35805,GISLANI,2018-04-23,45
2319,61517,LEONA,2018-04-23,45
2334,40080,GREICIKELE,2018-04-26,60.0
2340,88248,SUELANE,2018-04-27,60.0
2324,64868,ELISVALDO,2018-04-24,45
2325,88089,ZIZA,2018-04-25,45
2344,88355,SUELI,2018-04-29,60.0
2346,35845,JULIA,2018-04-30,60.0
2362,56059,JUSSANDRA,2018-05-08,60.0
2363,10084,AURENEIDE,2018-05-08,60.0
2330,36401,GENIZETE,2018-04-26,45
2331,100754,ZULMERINDA,2018-04-26,45
2332,55989,JUSELINA,2018-04-26,45
2333,94980,VANILZA,2018-04-26,45
2368,84344,ROSSIVALDO,2018-05-10,60.0
2383,1252,ADENIR,2018-05-16,60.0
2385,85365,SALISSA,2018-05-17,60.0
2338,1144,ADELZITA,2018-04-27,45
2339,1646,ADILON,2018-04-27,45
2399,20589,DERICSON,2018-05-21,60.0
2404,20958,DEUSILENI,2018-05-22,60.0
2343,2812,AGIVALDO,2018-04-28,45
2345,17270,CRISTALINA,2018-04-29,45
2347,39282,GLEICIELEN,2018-04-30,45
2411,25261,EDINAEL,2018-05-26,60.0
2414,87946,SINARA,2018-05-26,60.0
2350,11148,DENILTON,2018-05-02,45
2420,68774,MAUDI,2018-05-27,60.0
2423,62537,LINDALVINA,2018-05-27,60.0
2424,63193,LIVIAN,2018-05-28,60.0
2354,1887,ADELINA,2018-05-05,45
2355,98053,WESLENE,2018-05-05,45
2356,52090,JOCELAINE,2018-05-06,45
2357,98653,WELLTON,2018-05-06,45
2427,11160,DENISE,2018-05-29,60.0
2429,2531,AGILDO,2018-05-29,60.0
2445,85256,ZAIDA,2018-06-06,60.0
2361,8440,ARGELIO,2018-05-07,45
2364,52337,JODAIAS,2018-05-08,45
2365,51974,JOAQUM,2018-05-08,45
2446,9968,AUGUSTINHA,2018-06-06,60.0
2372,50626,GESIANI,2018-05-12,45
2375,69479,MELCHIOR,2018-05-13,45
2379,51466,GILMARCIO,2018-05-14,45
2389,17226,CRISMENIA,2018-05-18,45
2393,100241,ZENITH,2018-05-18,45
2394,92716,ELQUE,2018-05-18,45
2396,24164,EDERALDO,2018-05-19,45
2397,29003,LUDIANE,2018-05-19,45
2398,61296,LEODIANE,2018-05-21,45
2400,27202,LEONETE,2018-05-21,45
2405,35869,GEISIBEL,2018-05-22,45
2415,19585,DEJANILDE,2018-05-26,45
2416,57369,KAIANY,2018-05-26,45
2417,65900,MAHATMA,2018-05-27,45
2418,44614,IMAIARA,2018-05-27,45
2421,28026,ELIONALDO,2018-05-27,45
2422,74745,NELZELI,2018-05-27,45
2425,67784,MARISELA,2018-05-28,45
2426,78206,PAULINA,2018-05-29,45
2433,21327,DEZINHA,2018-05-31,45
2434,77400,OZILA,2018-06-01,45
2437,1165,ADEMAURO,2018-06-04,45
2439,96616,WALDOMIR,2018-06-04,45
2442,70457,MINEIRO,2018-06-05,45
2451,68319,MARQUEONE,2018-06-08,60.0
2460,71232,MORVAN,2018-06-11,60.0
2465,63422,ELOIA,2018-06-13,60.0
2473,17952,DIELICA,2018-06-15,60.0
2487,10457,AVERALDO,2018-06-23,60.0
2491,97597,WELLINGTON,2018-06-24,60.0
2496,36726,GERCILEIA,2018-06-25,60.0
2500,25087,EDILOMAR,2018-06-25,60.0
2458,91162,TALISON,2018-06-10,45
2501,64887,LELIO,2018-06-26,60.0
2461,93854,VALDIRO,2018-06-12,45
2515,81955,RIOVALDO,2018-07-02,60.0
2522,79433,RAICK,2018-07-07,60.0
2538,98883,WIVERTON,2018-07-13,60.0
2539,88706,STERFANY,2018-07-13,60.0
2552,69653,MENESIO,2018-07-17,60.0
2554,90137,TANCREDO,2018-07-17,60.0
2556,19331,DULCE,2018-07-18,60.0
2563,74547,NICELIA,2018-07-19,60.0
2566,50322,GEOVANEIDE,2018-07-20,60.0
2567,100514,SINALVA,2018-07-20,60.0
2475,64651,LUDWIG,2018-06-15,45
2478,35877,GISLANE,2018-06-19,45
2480,54967,JUCELHA,2018-06-20,45
2485,25065,EDILEIDE,2018-06-22,45
2490,98553,WILLA,2018-06-23,45
2492,26954,LEARA,2018-06-24,45
2497,84896,RAIRA,2018-06-25,45
2499,7826,ANTARES,2018-06-25,45
2503,30238,ERBSON,2018-06-27,45
2506,87057,SIANG,2018-06-27,45
2509,19858,DELISANGELA,2018-06-29,45
2510,85482,SAMARONE,2018-06-30,45
2511,53642,JOSEBIO,2018-07-02,45
2514,29955,HENIQUE,2018-07-02,45
2518,13215,CLEDIR,2018-07-04,45
2520,68452,MARTINE,2018-07-05,45
2521,5215,LILIANE,2018-07-05,45
2524,2200,ADRIELSO,2018-07-08,45
